model,graphs,nodes,unique_edges,sampled_non_edges,node_feature_mse,edge_feature_mse,aa_identity_accuracy_pct,aa_identity_misclassified_pct,chain_accuracy_pct,interface_node_accuracy_pct,interface_edge_accuracy_pct,rsasa_i_mae,rsasa_i_rmse,rsasa_i_bias,drsasa_mae,drsasa_rmse,drsasa_bias,ca_dist_mae_angstrom,ca_dist_rmse_angstrom,ca_dist_bias_angstrom,edge_recall_pct,edge_precision_pct,edge_specificity_pct,sampled_edge_accuracy_pct,edge_f1_pct,target_id
gat4_residual_01_rsasa_i,1107,611064,3525132,3525132,0.006267300771086941,0.6183487331458993,97.25773405077047,2.7422659492295387,99.91261144495502,98.60849272743936,98.1481544520886,0.035796558111115956,0.04593179047647632,0.003531207988119156,,,,0.8792984232299227,1.1055463688342675,-0.0469868933502127,25.83931608802167,97.5273136866089,99.34487559614789,62.59209584208478,40.85446915697711,1zhh
gat4_residual_01_rsasa_i,869,373670,2114285,2114285,0.007362259799949494,0.6886858024190581,96.34490325688442,3.6550967431155823,99.77065325019402,98.81660288489844,97.84721548892415,0.05285841069778,0.06460187352742387,-0.029358269003663468,,,,0.9308602684065255,1.1652116737443268,-0.03410364583632899,23.131507814698583,96.29330645097777,99.10958078026377,61.12054429748118,37.30228737419327,2ayo
gat4_residual_01_rsasa_i,1336,553104,3157962,3157962,0.0058689274320887445,0.5297565156897965,97.73315687465647,2.2668431253435206,99.9567893199109,98.98915936243455,98.40485730987263,0.03997477298601007,0.05169283759592184,0.024791961083095275,,,,0.8070078454456199,1.022892981254628,0.003762016055966094,24.112829730060085,96.2544794938725,99.0617049856838,61.587267357871944,38.56475466230378,2c0l
gat4_residual_01_rsasa_i,1224,243576,1326167,1326167,0.006170816649726807,0.5527279673457386,97.46485696456136,2.535143035438636,99.99178901041154,98.4399119781916,96.56589253088035,0.049484276773894595,0.06047491959889903,0.001959137335385641,,,,0.8222731503406233,1.039067596178183,-0.02787197747592208,26.346003180594902,96.14106148325885,98.94251628942659,62.644259735010756,41.35837067489433,2fhz
gat4_residual_01_rsasa_i,904,789192,4691369,4691369,0.006893047179150336,0.7200140915835781,96.72386440815416,3.2761355918458412,99.99949315249013,99.64964165881052,99.61964194246924,0.09814111993254082,0.10120059112824543,0.09814105124602583,,,,0.9556982223465847,1.1971755826735058,-0.10721717992263967,37.54311374782073,92.01813523476748,96.74342393446348,67.1432688411421,53.32840405769008,2fju
gat4_residual_01_rsasa_i,1263,482466,2773060,2773060,0.00518931207912488,0.4991787003585953,97.38655159120022,2.61344840879979,99.97036060572144,99.05755016933836,97.5624039869314,0.04664526194928142,0.058362270368268264,0.04073571786211866,,,,0.7942308568239486,0.9911601372703889,0.017040670271166656,28.204907214412962,96.72743417334384,99.04574729720959,63.62532725581127,43.67465262625358,2sic
gat4_residual_01_rsasa_i,1339,283868,1525894,1525894,0.006256483209220125,0.5675563029038607,96.95175222286416,3.0482477771358485,99.9943635774374,98.87729508081222,97.69793969961216,0.05935631844577023,0.07179882337411153,-0.045143257619690694,,,,0.8463601831004864,1.0572159220121355,-0.04352390955516926,25.194410620921243,96.01854233842265,98.95530095799577,62.0748557894585,39.91538072185955,3fpn
gat4_residual_01_rsasa_i,1304,297312,1612616,1612616,0.005886911694592807,0.5151596198399448,98.20827951781294,1.7917204821870647,99.99630018297277,98.83859380045205,96.48490403170996,0.05718541885972241,0.0707298588514437,-0.035935416937952165,,,,0.8091228179310168,1.0054429929488649,-0.00035377681949328983,23.767716554964107,96.47046979021155,99.13041914504134,61.44906785000273,38.13901143378272,3sgb
gat4_residual_01_rsasa_i,1345,438470,2532750,2532750,0.007222689545895102,0.6331596200611829,96.09597007777043,3.9040299222295682,99.98722831664652,99.18352452847401,99.01450992004737,0.03852208138142958,0.04865136089870116,-0.003575432052820996,,,,0.8933272016949061,1.1193585551424616,-0.0795587701455778,23.328397986378445,95.55808932340312,98.91560556707137,61.1220017767249,37.50160659967345,3wdg
gat4_residual_01_rsasa_i,1329,734937,4155854,4155854,0.005617714450850515,0.5599648542618099,97.48917254131987,2.5108274586801316,99.98516879678122,99.31898924669733,99.12046958338767,0.03840528208673616,0.04862194961999939,0.006907008304346569,,,,0.8378271113122523,1.0538904067946693,-0.056654638436427214,25.254616740626595,97.30956837940853,99.3017560289654,62.278186384795994,40.1016961392262,4hwi
gat4_residual_01_rsasa_i,1109,341572,1865672,1865672,0.007448981557451714,0.6371021442095914,96.52664738327498,3.473352616725023,99.69991685501154,98.42317285960208,97.19913253776656,0.05837032246125907,0.0716780234855593,-0.0361392353336732,,,,0.8947762179178099,1.118110618739749,-0.0801635705290275,27.71918107791723,95.71143820062518,98.75798103846765,63.23858105819243,42.98840437191629,4qjf
gat4_residual_01_rsasa_i,932,759580,4314286,4314286,0.005837668933363817,0.6492224845154165,97.91200400221175,2.08799599778825,99.99025777403303,99.57015719213248,98.91824510475197,0.05072088950950735,0.06125959836091125,-0.03511014818099975,,,,0.8989341018529775,1.1350033993338344,-0.09444224042236463,28.651670287968855,96.51327480613256,98.96490404205933,63.8082871650141,44.18595839399699,4u1c
gat4_residual_01_rsasa_i,1297,482484,2573379,2573379,0.0060798016650079134,0.4653140439473242,97.60282206249326,2.3971779375067337,99.99813465316984,97.77733562149211,97.66489895192274,0.04722422160403846,0.0602968339257799,-0.020474976465726043,,,,0.7554931067126079,0.9544034252419441,-0.0660846050072066,29.095325639946545,95.72191624605597,98.69964742853657,63.89748653424155,44.62621160307846,5maw
gat4_residual_01_rsasa_i,1145,596545,3447138,3447138,0.006484075522798363,0.5726163189678452,97.90677987410841,2.093220125891593,99.99849131247433,98.72214166575866,99.23159444153382,0.03962489923935142,0.051353910963524076,0.015275489367982223,,,,0.8479087145167373,1.0642037091157384,-0.0585528065080441,31.996311142750884,96.05288252614125,98.6851701324403,65.3407406375956,48.0024563592569,5mu7
gat4_residual_01_rsasa_i,1205,226540,1113469,1113469,0.010415505677459679,0.5478228827424171,96.10841352520526,3.8915864747947393,99.99073011388717,95.42729760748654,95.04350817130967,0.11739623268547068,0.13394748777070734,-0.11523006351983188,,,,0.8381607130034744,1.030930706988099,-0.06247441462359232,26.503926018595937,96.08638602820277,98.92049082641726,62.7122084225066,41.5475974270063,8enf
